@relation amazonReview
@attribute "-" numeric
@attribute ")" numeric
@attribute "(" numeric
@attribute "/" numeric
@attribute "_" numeric
@attribute "*" numeric
@attribute "+" numeric
@attribute "&" numeric
@attribute "%" numeric
@attribute "~" numeric
@attribute "$" numeric
@attribute "]" numeric
@attribute "[" numeric
@attribute "#" numeric
@attribute "\\" numeric
@attribute "=" numeric
@attribute "`" numeric
@attribute "<" numeric
@attribute ">" numeric
@attribute "|" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
6,1,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brown
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Brown
0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Brown
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brown
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Brown
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bukowsky
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bukowsky
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukowsky
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calvinnme
3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CFH
11,5,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
5,3,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
5,3,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
5,3,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
10,3,3,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
13,4,4,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,CFH
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
10,6,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
11,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
11,3,3,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,CFH
0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
2,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,CFH
13,1,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
1,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
4,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CFH
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
8,7,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
1,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CFH
8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
2,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,CFH
1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
8,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
1,3,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
3,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
12,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CFH
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFH
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Chachra
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
8,4,4,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Chachra
2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Chachra
2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chachra
2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chachra
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Chachra
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Chandler
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
